address_name,id,name,type,full_name,purpose_name,address_comment,building_name,is_deleted
"улица Борисовские Пруды, 16 к2",70000001021316966,"Медадент, стоматологическая клиника",branch,,,1 этаж,,
"Трубецкая улица, 102",70000001046344184,Семейная стоматология доктора Маллаева,branch,,,1 этаж,,
"Октябрьский проспект, 16",70000001047171918,"Carat, стоматологическая клиника",branch,,,,,
"улица им. К.И. Вороницына, 1 к1",70000001052491948,"Мира дент, стоматологический центр",branch,,,1 этаж,,
"Староволынская улица, 12 к4",70000001084261598,"РеббитДент, стоматологическая клиника",branch,,,,,
"Детская улица, 19",4504127908508378,"Эльвейс, стоматология",branch,,,1 этаж,,
"Измайловский проезд, 15",70000001035881784,"Центродент, стоматологическая клиника",branch,,,1 этаж,,
"Новослободская улица, 62 к12",70000001087224586,Ncd-Клиника,branch,,,1 этаж,,
"Ленинский проспект, 66",4504127909068315,Восстановительная стоматология,branch,,,1 этаж,,
"улица Кирова, вл4",4504127915798075,"Инвита, стоматологическая клиника",branch,,,,,
"Красногорский бульвар, 23 к2",70000001087590333,"Denti, стоматология",branch,,,1 этаж,,
"Профсоюзная улица, 104",4504127908426883,"Fadental`, результативная стоматология доктора Куракиной",branch,,,2 этаж,,
"Центральная улица, 6",4504127916386707,"Улыбка, стоматологический центр",branch,,,1 этаж,,
"улица Василия Петушкова, 3",70000001030165573,"Альтаир-дент, стоматологическая клиника",branch,,,1 этаж,,
"улица Пржевальского, 2",70000001033171687,"M Dental Clinic, стоматологическая клиника",branch,,,1 этаж,,
"Амурская улица, 1а к2",70000001110306725,"Амурская Дент, стоматология",branch,,,1 этаж,,
"улица Советской Конституции, 3Б",70000001056283551,"АртДент, стоматологический центр",branch,,,1 этаж,,
"Октябрьская улица, 16а",70000001065127362,"Орто-Элита, стоматологический центр",branch,,,110; 111 офис; 2 подъезд,,
"Колхозная улица, 18",70000001019247121,"Smile time, стоматологическая клиника",branch,,,1 этаж,,
"Гвардейская улица, 14",4504127908391015,"Дента-Лайт, стоматологическая клиника",branch,,,1 этаж,,
"Вертлинская улица, 5а",70000001023446538,"Медкомфорт, стоматологическая клиника",branch,,,1 этаж,,
"улица Лётчика Ларюшина, 6 к1",70000001087224313,Стоматологическая клиника,branch,,,1 этаж,,
"проспект Космонавтов, 1",4504127920997493,"Р-дента, стоматологическая клиника",branch,,,1 этаж,,
"Центральная улица, 28",70000001007019265,"Ива-меди, медицинский центр",branch,,,2 этаж,,
"Андропова проспект, 8",70000001081106627,Стоматологический кабинет Хамраева Р.Ю.,branch,,,6 этаж,,
"Носовихинское шоссе, 27",70000001032162059,"Шарк дент, стоматологический центр",branch,,,1 этаж,,
"улица Тёплый Стан, 5 к4",70000001049881187,"Dr. Semenova, стоматологический центр",branch,,,1 этаж,,
"улица Бажова, 7",4504127908366863,"Malbret, стоматологическая клиника",branch,,,1 этаж,,
"проспект Ленина, 97а",4504127909311334,"Улыбка, медицинский центр",branch,"Подольск, проспект Ленина, 97а",Медицинское учреждение,,,
"проспект Гагарина, 8/7",70000001077797828,"Астра, стоматологическая клиника",branch,,,вход со двора,,
"улица Веры Волошиной, ст12",70000001024954064,"Dentmicro, микроскопная стоматология",branch,,,919 офис; 9 этаж; центр Разумихин,,
"Кожевническая улица, 1 ст1",70000001058745438,"Визит, зуботехническая лаборатория",branch,,,417 кабинет; 4 этаж,,
"улица Трофимова, 4",4504127917335040,"Здравствуйте, здоровые зубы, стоматологическая клиника",branch,,,1 этаж,,
